gati_id,sku,variant_id,product_title,product_status,gross_weight_g,diamond_cost,making_cost,admin_url
"NK00026","NK00026|Y|14|VVSVS-EFG|H|16|6.00|NA","48093801808129","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093801808129"
"NK00026","NK00026|Y|14|VVSVS-EFG|H|14|6.00|NA","48093801840897","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093801840897"
"NK00026","NK00026|Y|14|VVSVS-EFG|H|15|6.00|NA","48093801873665","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093801873665"
"NK00026","NK00026|Y|14|VVSVS-EFG|H|17|6.00|NA","48093801906433","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093801906433"
"NK00026","NK00026|Y|14|VVSVS-EFG|H|26|6.00|NA","48093801939201","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093801939201"
"NK00026","NK00026|P|18|VVSVS-EFG|H|16|6.00|NA","48093801971969","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093801971969"
"NK00026","NK00026|P|18|VVSVS-EFG|H|14|6.00|NA","48093802004737","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802004737"
"NK00026","NK00026|P|18|VVSVS-EFG|H|15|6.00|NA","48093802037505","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802037505"
"NK00026","NK00026|P|18|VVSVS-EFG|H|17|6.00|NA","48093802070273","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802070273"
"NK00026","NK00026|P|18|VVSVS-EFG|H|26|6.00|NA","48093802103041","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802103041"
"NK00026","NK00026|W|18|VVSVS-EFG|H|16|6.00|NA","48093802135809","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802135809"
"NK00026","NK00026|W|18|VVSVS-EFG|H|14|6.00|NA","48093802168577","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802168577"
"NK00026","NK00026|W|18|VVSVS-EFG|H|15|6.00|NA","48093802201345","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802201345"
"NK00026","NK00026|W|18|VVSVS-EFG|H|17|6.00|NA","48093802234113","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802234113"
"NK00026","NK00026|W|18|VVSVS-EFG|H|26|6.00|NA","48093802266881","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802266881"
"NK00026","NK00026|Y|18|VVSVS-EFG|H|16|6.00|NA","48093802299649","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802299649"
"NK00026","NK00026|Y|18|VVSVS-EFG|H|14|6.00|NA","48093802332417","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802332417"
"NK00026","NK00026|Y|18|VVSVS-EFG|H|15|6.00|NA","48093802365185","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802365185"
"NK00026","NK00026|Y|18|VVSVS-EFG|H|17|6.00|NA","48093802397953","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802397953"
"NK00026","NK00026|Y|18|VVSVS-EFG|H|26|6.00|NA","48093802430721","Radiance Emerald Cut Diamond Tennis Necklace","ACTIVE","0","240000","0","https://admin.shopify.com/store/auracarat/products/9035724226817/variants/48093802430721"
"NK00020","NK00020|P|14|VVSVS-EFG|H|16|0.59|NA","48093802529025","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802529025"
"NK00020","NK00020|P|14|VVSVS-EFG|H|14|0.59|NA","48093802561793","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802561793"
"NK00020","NK00020|P|14|VVSVS-EFG|H|15|0.59|NA","48093802594561","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802594561"
"NK00020","NK00020|P|14|VVSVS-EFG|H|17|0.59|NA","48093802627329","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802627329"
"NK00020","NK00020|P|14|VVSVS-EFG|H|26|0.59|NA","48093802660097","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802660097"
"NK00020","NK00020|W|14|VVSVS-EFG|H|16|0.59|NA","48093802692865","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802692865"
"NK00020","NK00020|W|14|VVSVS-EFG|H|14|0.59|NA","48093802725633","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802725633"
"NK00020","NK00020|W|14|VVSVS-EFG|H|15|0.59|NA","48093802758401","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802758401"
"NK00020","NK00020|W|14|VVSVS-EFG|H|17|0.59|NA","48093802791169","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802791169"
"NK00020","NK00020|W|14|VVSVS-EFG|H|26|0.59|NA","48093802823937","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802823937"
"NK00020","NK00020|Y|14|VVSVS-EFG|H|16|0.59|NA","48093802856705","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802856705"
"NK00020","NK00020|Y|14|VVSVS-EFG|H|14|0.59|NA","48093802889473","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802889473"
"NK00020","NK00020|Y|14|VVSVS-EFG|H|15|0.59|NA","48093802922241","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802922241"
"NK00020","NK00020|Y|14|VVSVS-EFG|H|17|0.59|NA","48093802955009","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802955009"
"NK00020","NK00020|Y|14|VVSVS-EFG|H|26|0.59|NA","48093802987777","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093802987777"
"NK00020","NK00020|P|18|VVSVS-EFG|H|16|0.59|NA","48093803020545","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803020545"
"NK00020","NK00020|P|18|VVSVS-EFG|H|14|0.59|NA","48093803053313","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803053313"
"NK00020","NK00020|P|18|VVSVS-EFG|H|15|0.59|NA","48093803086081","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803086081"
"NK00020","NK00020|P|18|VVSVS-EFG|H|17|0.59|NA","48093803118849","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803118849"
"NK00020","NK00020|P|18|VVSVS-EFG|H|26|0.59|NA","48093803151617","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803151617"
"NK00020","NK00020|W|18|VVSVS-EFG|H|16|0.59|NA","48093803184385","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803184385"
"NK00020","NK00020|W|18|VVSVS-EFG|H|14|0.59|NA","48093803217153","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803217153"
"NK00020","NK00020|W|18|VVSVS-EFG|H|15|0.59|NA","48093803249921","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803249921"
"NK00020","NK00020|W|18|VVSVS-EFG|H|17|0.59|NA","48093803282689","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803282689"
"NK00020","NK00020|W|18|VVSVS-EFG|H|26|0.59|NA","48093803315457","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803315457"
"NK00020","NK00020|Y|18|VVSVS-EFG|H|16|0.59|NA","48093803348225","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803348225"
"NK00020","NK00020|Y|18|VVSVS-EFG|H|14|0.59|NA","48093803380993","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803380993"
"NK00020","NK00020|Y|18|VVSVS-EFG|H|15|0.59|NA","48093803413761","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803413761"
"NK00020","NK00020|Y|18|VVSVS-EFG|H|17|0.59|NA","48093803446529","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803446529"
"NK00020","NK00020|Y|18|VVSVS-EFG|H|26|0.59|NA","48093803479297","Gemini  Layered Necklace","ACTIVE","0","29500","0","https://admin.shopify.com/store/auracarat/products/9035724292353/variants/48093803479297"
"","","48120221958401","TestPOS","DRAFT","0","0","0","https://admin.shopify.com/store/auracarat/products/9042656329985/variants/48120221958401"
"","","50162010751233","Dove 2.12ct Round cut Lab grown diamond stud Earring","DRAFT","0","74200","0","https://admin.shopify.com/store/auracarat/products/9305756074241/variants/50162010751233"
"","","50162010784001","Dove 2.12ct Round cut Lab grown diamond stud Earring","DRAFT","0","74200","0","https://admin.shopify.com/store/auracarat/products/9305756074241/variants/50162010784001"
"","","50162010816769","Dove 2.12ct Round cut Lab grown diamond stud Earring","DRAFT","0","74200","0","https://admin.shopify.com/store/auracarat/products/9305756074241/variants/50162010816769"
"","","50162010849537","Dove 2.12ct Round cut Lab grown diamond stud Earring","DRAFT","0","74200","0","https://admin.shopify.com/store/auracarat/products/9305756074241/variants/50162010849537"
"","","50162010882305","Dove 2.12ct Round cut Lab grown diamond stud Earring","DRAFT","0","74200","0","https://admin.shopify.com/store/auracarat/products/9305756074241/variants/50162010882305"
"","","50162010915073","Dove 2.12ct Round cut Lab grown diamond stud Earring","DRAFT","0","74200","0","https://admin.shopify.com/store/auracarat/products/9305756074241/variants/50162010915073"
